IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	coronal	distributed	anterior	high	low	front	back
l	yann1237		Nhangu	+	-	+	0	0	0	0
ɭ	yann1237		Nhangu	+	-	-	0	0	0	0
r	yann1237		Nhangu	+	-	+	0	0	0	0
ɻ	yann1237		Nhangu	+	-	-	0	0	0	0
j	yann1237		Nhangu	+	+	-	0	0	0	0
t͉	rita1239		Ritharrngu	+	-	+	0	0	0	0
t͈	rita1239		Ritharrngu	+	-	+	0	0	0	0
ʈ͉	rita1239		Ritharrngu	+	-	-	0	0	0	0
ʈ͈	rita1239		Ritharrngu	+	-	-	0	0	0	0
t̪͉	rita1239		Ritharrngu	+	+	+	0	0	0	0
t̪͈	rita1239		Ritharrngu	+	+	+	0	0	0	0
ȶ͉	rita1239		Ritharrngu	+	+	-	0	0	0	0
ȶ͈	rita1239		Ritharrngu	+	+	-	0	0	0	0
n	rita1239		Ritharrngu	+	-	+	0	0	0	0
ɳ	rita1239		Ritharrngu	+	-	-	0	0	0	0
n̪	rita1239		Ritharrngu	+	+	+	0	0	0	0
ȵ	rita1239		Ritharrngu	+	+	-	0	0	0	0
l	rita1239		Ritharrngu	+	-	+	0	0	0	0
ɭ	rita1239		Ritharrngu	+	-	-	0	0	0	0
r	rita1239		Ritharrngu	+	-	+	0	0	0	0
ɻ	rita1239		Ritharrngu	+	-	-	0	0	0	0
j	rita1239		Ritharrngu	+	+	-	0	0	0	0
t͉	gupa1247		Gupapuyngu	+	-	+	0	0	0	0
t͈	gupa1247		Gupapuyngu	+	-	+	0	0	0	0
ʈ͉	gupa1247		Gupapuyngu	+	-	-	0	0	0	0
ʈ͈	gupa1247		Gupapuyngu	+	-	-	0	0	0	0
t̪͉	gupa1247		Gupapuyngu	+	+	+	0	0	0	0
t̪͈	gupa1247		Gupapuyngu	+	+	+	0	0	0	0
ȶ͉	gupa1247		Gupapuyngu	+	+	-	0	0	0	0
ȶ͈	gupa1247		Gupapuyngu	+	+	-	0	0	0	0
n	gupa1247		Gupapuyngu	+	-	+	0	0	0	0
ɳ	gupa1247		Gupapuyngu	+	-	-	0	0	0	0
n̪	gupa1247		Gupapuyngu	+	+	+	0	0	0	0
ȵ	gupa1247		Gupapuyngu	+	+	-	0	0	0	0
l	gupa1247		Gupapuyngu	+	-	+	0	0	0	0
ɭ	gupa1247		Gupapuyngu	+	-	-	0	0	0	0
r	gupa1247		Gupapuyngu	+	-	+	0	0	0	0
ɻ	gupa1247		Gupapuyngu	+	-	-	0	0	0	0
j	gupa1247		Gupapuyngu	+	+	-	0	0	0	0
t	thur1254		Dharawal	+	-	+	0	0	0	0
ʈ	thur1254		Dharawal	+	-	-	0	0	0	0
t̪	thur1254		Dharawal	+	+	+	0	0	0	0
ȶ	thur1254		Dharawal	+	+	-	0	0	0	0
n	thur1254		Dharawal	+	-	+	0	0	0	0
ɳ	thur1254		Dharawal	+	-	-	0	0	0	0
n̪	thur1254		Dharawal	+	+	+	0	0	0	0
ȵ	thur1254		Dharawal	+	+	-	0	0	0	0
l	thur1254		Dharawal	+	-	+	0	0	0	0
ɭ	thur1254		Dharawal	+	-	-	0	0	0	0
ȴ	thur1254		Dharawal	+	+	-	0	0	0	0
r	thur1254		Dharawal	+	-	+	0	0	0	0
ɻ	thur1254		Dharawal	+	-	-	0	0	0	0
j	thur1254		Dharawal	+	+	-	0	0	0	0
t	0000dharumba	thur1254	Dharumba	+	-	+	0	0	0	0
ʈ	0000dharumba	thur1254	Dharumba	+	-	-	0	0	0	0
t̪	0000dharumba	thur1254	Dharumba	+	+	+	0	0	0	0
ȶ	0000dharumba	thur1254	Dharumba	+	+	-	0	0	0	0
n	0000dharumba	thur1254	Dharumba	+	-	+	0	0	0	0
ɳ	0000dharumba	thur1254	Dharumba	+	-	-	0	0	0	0
n̪	0000dharumba	thur1254	Dharumba	+	+	+	0	0	0	0
ȵ	0000dharumba	thur1254	Dharumba	+	+	-	0	0	0	0
l	0000dharumba	thur1254	Dharumba	+	-	+	0	0	0	0
ɭ	0000dharumba	thur1254	Dharumba	+	-	-	0	0	0	0
ȴ	0000dharumba	thur1254	Dharumba	+	+	-	0	0	0	0
r	0000dharumba	thur1254	Dharumba	+	-	+	0	0	0	0
ɻ	0000dharumba	thur1254	Dharumba	+	-	-	0	0	0	0
j	0000dharumba	thur1254	Dharumba	+	+	-	0	0	0	0
t	dhur1239		Dhurga	+	-	+	0	0	0	0
ʈ	dhur1239		Dhurga	+	-	-	0	0	0	0
t̪	dhur1239		Dhurga	+	+	+	0	0	0	0
ȶ	dhur1239		Dhurga	+	+	-	0	0	0	0
n	dhur1239		Dhurga	+	-	+	0	0	0	0
ɳ	dhur1239		Dhurga	+	-	-	0	0	0	0
n̪	dhur1239		Dhurga	+	+	+	0	0	0	0
ȵ	dhur1239		Dhurga	+	+	-	0	0	0	0
l	dhur1239		Dhurga	+	-	+	0	0	0	0
ɭ	dhur1239		Dhurga	+	-	-	0	0	0	0
ȴ	dhur1239		Dhurga	+	+	-	0	0	0	0
r	dhur1239		Dhurga	+	-	+	0	0	0	0
ɻ	dhur1239		Dhurga	+	-	-	0	0	0	0
j	dhur1239		Dhurga	+	+	-	0	0	0	0
t	0000djirringany	sout2771	Djirringany	+	-	+	0	0	0	0
ʈ	0000djirringany	sout2771	Djirringany	+	-	-	0	0	0	0
t̪	0000djirringany	sout2771	Djirringany	+	+	+	0	0	0	0
ȶ	0000djirringany	sout2771	Djirringany	+	+	-	0	0	0	0
n	0000djirringany	sout2771	Djirringany	+	-	+	0	0	0	0
ɳ	0000djirringany	sout2771	Djirringany	+	-	-	0	0	0	0
n̪	0000djirringany	sout2771	Djirringany	+	+	+	0	0	0	0
ȵ	0000djirringany	sout2771	Djirringany	+	+	-	0	0	0	0
l	0000djirringany	sout2771	Djirringany	+	-	+	0	0	0	0
ɭ	0000djirringany	sout2771	Djirringany	+	-	-	0	0	0	0
ȴ	0000djirringany	sout2771	Djirringany	+	+	-	0	0	0	0
r	0000djirringany	sout2771	Djirringany	+	-	+	0	0	0	0
ɻ	0000djirringany	sout2771	Djirringany	+	-	-	0	0	0	0
j	0000djirringany	sout2771	Djirringany	+	+	-	0	0	0	0
t	gund1248		Gundungurra	+	-	+	0	0	0	0
ʈ	gund1248		Gundungurra	+	-	-	0	0	0	0
t̪	gund1248		Gundungurra	+	+	+	0	0	0	0
ȶ	gund1248		Gundungurra	+	+	-	0	0	0	0
n	gund1248		Gundungurra	+	-	+	0	0	0	0
ɳ	gund1248		Gundungurra	+	-	-	0	0	0	0
n̪	gund1248		Gundungurra	+	+	+	0	0	0	0
ȵ	gund1248		Gundungurra	+	+	-	0	0	0	0
l	gund1248		Gundungurra	+	-	+	0	0	0	0
ɭ	gund1248		Gundungurra	+	-	-	0	0	0	0
ȴ	gund1248		Gundungurra	+	+	-	0	0	0	0
r	gund1248		Gundungurra	+	-	+	0	0	0	0
ɻ	gund1248		Gundungurra	+	-	-	0	0	0	0
j	gund1248		Gundungurra	+	+	-	0	0	0	0
t	ngar1297		Ngarigu	+	-	+	0	0	0	0
ʈ	ngar1297		Ngarigu	+	-	-	0	0	0	0
t̪	ngar1297		Ngarigu	+	+	+	0	0	0	0
ȶ	ngar1297		Ngarigu	+	+	-	0	0	0	0
n	ngar1297		Ngarigu	+	-	+	0	0	0	0
ȵ	ngar1297		Ngarigu	+	+	-	0	0	0	0
l	ngar1297		Ngarigu	+	-	+	0	0	0	0
ȴ	ngar1297		Ngarigu	+	+	-	0	0	0	0
r	ngar1297		Ngarigu	+	-	+	0	0	0	0
