IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	coronal	distributed	anterior	high	low	front	back
r̺	waru1264		Warungu	+	-	0	0	0	0	0
ɹ̺	waru1264		Warungu	+	-	0	0	0	0	0
j	waru1264		Warungu	+	+	0	0	0	0	0
t̺	0000wadjabangay	bidy1243	Wadjabangay	+	-	0	0	0	0	0
t̪	0000wadjabangay	bidy1243	Wadjabangay	+	+	+	0	0	0	0
ȶ	0000wadjabangay	bidy1243	Wadjabangay	+	+	-	0	0	0	0
n̺	0000wadjabangay	bidy1243	Wadjabangay	+	-	0	0	0	0	0
n̪	0000wadjabangay	bidy1243	Wadjabangay	+	+	+	0	0	0	0
ȵ	0000wadjabangay	bidy1243	Wadjabangay	+	+	-	0	0	0	0
l̺	0000wadjabangay	bidy1243	Wadjabangay	+	-	0	0	0	0	0
r̺	0000wadjabangay	bidy1243	Wadjabangay	+	-	0	0	0	0	0
ɹ̺	0000wadjabangay	bidy1243	Wadjabangay	+	-	0	0	0	0	0
j	0000wadjabangay	bidy1243	Wadjabangay	+	+	-	0	0	0	0
t̺	0000wangan	biri1256	Wangan	+	-	0	0	0	0	0
t̪	0000wangan	biri1256	Wangan	+	+	+	0	0	0	0
ȶ	0000wangan	biri1256	Wangan	+	+	-	0	0	0	0
n̺	0000wangan	biri1256	Wangan	+	-	0	0	0	0	0
n̪	0000wangan	biri1256	Wangan	+	+	+	0	0	0	0
ȵ	0000wangan	biri1256	Wangan	+	+	-	0	0	0	0
l̺	0000wangan	biri1256	Wangan	+	-	0	0	0	0	0
r̺	0000wangan	biri1256	Wangan	+	-	0	0	0	0	0
ɹ̺	0000wangan	biri1256	Wangan	+	-	0	0	0	0	0
j	0000wangan	biri1256	Wangan	+	+	-	0	0	0	0
t̺	guga1239		Kukatj	+	-	0	0	0	0	0
t̪	guga1239		Kukatj	+	+	+	0	0	0	0
ȶ	guga1239		Kukatj	+	+	-	0	0	0	0
n̺	guga1239		Kukatj	+	-	0	0	0	0	0
n̪	guga1239		Kukatj	+	+	+	0	0	0	0
ȵ	guga1239		Kukatj	+	+	-	0	0	0	0
l̺	guga1239		Kukatj	+	-	0	0	0	0	0
r̺	guga1239		Kukatj	+	-	0	0	0	0	0
ɹ̺	guga1239		Kukatj	+	-	0	0	0	0	0
j	guga1239		Kukatj	+	+	-	0	0	0	0
ɾ̺	guga1239		Kukatj	+	-	0	0	0	0	0
t̪	nyaw1247		Nyawaygi	+	+	+	0	0	0	0
n̺	nyaw1247		Nyawaygi	+	-	0	0	0	0	0
n̪	nyaw1247		Nyawaygi	+	+	+	0	0	0	0
l̺	nyaw1247		Nyawaygi	+	-	0	0	0	0	0
r̺	nyaw1247		Nyawaygi	+	-	0	0	0	0	0
ɹ̺	nyaw1247		Nyawaygi	+	-	0	0	0	0	0
j	nyaw1247		Nyawaygi	+	+	-	0	0	0	0
t̺	wulg1239		Wulguru	+	-	0	0	0	0	0
t̪	wulg1239		Wulguru	+	+	+	0	0	0	0
ȶ	wulg1239		Wulguru	+	+	-	0	0	0	0
n̺	wulg1239		Wulguru	+	-	0	0	0	0	0
n̪	wulg1239		Wulguru	+	+	+	0	0	0	0
ȵ	wulg1239		Wulguru	+	+	-	0	0	0	0
l̺	wulg1239		Wulguru	+	-	0	0	0	0	0
r̺	wulg1239		Wulguru	+	-	0	0	0	0	0
ɹ̺	wulg1239		Wulguru	+	-	0	0	0	0	0
j	wulg1239		Wulguru	+	+	-	0	0	0	0
t̺	ikar1243		Ikarranggal	+	-	0	0	0	0	0
t̪	ikar1243		Ikarranggal	+	+	+	0	0	0	0
ð	ikar1243		Ikarranggal	+	+	+	0	0	0	0
ȶ	ikar1243		Ikarranggal	+	+	-	0	0	0	0
n̺	ikar1243		Ikarranggal	+	-	0	0	0	0	0
n̪	ikar1243		Ikarranggal	+	+	+	0	0	0	0
ȵ	ikar1243		Ikarranggal	+	+	-	0	0	0	0
l̺	ikar1243		Ikarranggal	+	-	0	0	0	0	0
r̺	ikar1243		Ikarranggal	+	-	0	0	0	0	0
ɹ̺	ikar1243		Ikarranggal	+	-	0	0	0	0	0
j	ikar1243		Ikarranggal	+	+	-	0	0	0	0
t̺	0000ogh_angkula	ikar1243	Ogh Angkula	+	-	0	0	0	0	0
t̪	0000ogh_angkula	ikar1243	Ogh Angkula	+	+	+	0	0	0	0
ð	0000ogh_angkula	ikar1243	Ogh Angkula	+	+	+	0	0	0	0
ȶ	0000ogh_angkula	ikar1243	Ogh Angkula	+	+	-	0	0	0	0
n̺	0000ogh_angkula	ikar1243	Ogh Angkula	+	-	0	0	0	0	0
n̪	0000ogh_angkula	ikar1243	Ogh Angkula	+	+	+	0	0	0	0
ȵ	0000ogh_angkula	ikar1243	Ogh Angkula	+	+	-	0	0	0	0
l̺	0000ogh_angkula	ikar1243	Ogh Angkula	+	-	0	0	0	0	0
r̺	0000ogh_angkula	ikar1243	Ogh Angkula	+	-	0	0	0	0	0
ɹ̺	0000ogh_angkula	ikar1243	Ogh Angkula	+	-	0	0	0	0	0
j	0000ogh_angkula	ikar1243	Ogh Angkula	+	+	-	0	0	0	0
t̺	taga1279		Takalak	+	-	0	0	0	0	0
t̪	taga1279		Takalak	+	+	+	0	0	0	0
ȶ	taga1279		Takalak	+	+	-	0	0	0	0
n̺	taga1279		Takalak	+	-	0	0	0	0	0
n̪	taga1279		Takalak	+	+	+	0	0	0	0
ȵ	taga1279		Takalak	+	+	-	0	0	0	0
l̺	taga1279		Takalak	+	-	0	0	0	0	0
r̺	taga1279		Takalak	+	-	0	0	0	0	0
ɹ̺	taga1279		Takalak	+	-	0	0	0	0	0
j	taga1279		Takalak	+	+	-	0	0	0	0
ð	taga1279		Takalak	+	+	+	0	0	0	0
ʑ	taga1279		Takalak	+	+	-	0	0	0	0
t̺	0000aghu_aloja	aghu1254	Agu Aloja	+	-	0	0	0	0	0
t̪	0000aghu_aloja	aghu1254	Agu Aloja	+	+	+	0	0	0	0
ð	0000aghu_aloja	aghu1254	Agu Aloja	+	+	+	0	0	0	0
ȶ	0000aghu_aloja	aghu1254	Agu Aloja	+	+	-	0	0	0	0
n̺	0000aghu_aloja	aghu1254	Agu Aloja	+	-	0	0	0	0	0
n̪	0000aghu_aloja	aghu1254	Agu Aloja	+	+	+	0	0	0	0
ȵ	0000aghu_aloja	aghu1254	Agu Aloja	+	+	-	0	0	0	0
l̺	0000aghu_aloja	aghu1254	Agu Aloja	+	-	0	0	0	0	0
r̺	0000aghu_aloja	aghu1254	Agu Aloja	+	-	0	0	0	0	0
ɹ̺	0000aghu_aloja	aghu1254	Agu Aloja	+	-	0	0	0	0	0
j	0000aghu_aloja	aghu1254	Agu Aloja	+	+	-	0	0	0	0
t̺͉	aghu1254		Aghu Tharnggala	+	-	0	0	0	0	0
t̺͈	aghu1254		Aghu Tharnggala	+	-	0	0	0	0	0
t̪͉	aghu1254		Aghu Tharnggala	+	+	+	0	0	0	0
t̪͈	aghu1254		Aghu Tharnggala	+	+	+	0	0	0	0
ȶ͉	aghu1254		Aghu Tharnggala	+	+	-	0	0	0	0
ȶ͈	aghu1254		Aghu Tharnggala	+	+	-	0	0	0	0
n̺	aghu1254		Aghu Tharnggala	+	-	0	0	0	0	0
n̪	aghu1254		Aghu Tharnggala	+	+	+	0	0	0	0
ȵ	aghu1254		Aghu Tharnggala	+	+	-	0	0	0	0
l̺	aghu1254		Aghu Tharnggala	+	-	0	0	0	0	0
r̺	aghu1254		Aghu Tharnggala	+	-	0	0	0	0	0
ɹ̺	aghu1254		Aghu Tharnggala	+	-	0	0	0	0	0
j	aghu1254		Aghu Tharnggala	+	+	-	0	0	0	0
t̺͉	thay1248		Awu Alaya	+	-	0	0	0	0	0
t̺͈	thay1248		Awu Alaya	+	-	0	0	0	0	0
t̪͉	thay1248		Awu Alaya	+	+	+	0	0	0	0
t̪͈	thay1248		Awu Alaya	+	+	+	0	0	0	0
ð	thay1248		Awu Alaya	+	+	+	0	0	0	0
ȶ͉	thay1248		Awu Alaya	+	+	-	0	0	0	0
ȶ͈	thay1248		Awu Alaya	+	+	-	0	0	0	0
n̺	thay1248		Awu Alaya	+	-	0	0	0	0	0
n̪	thay1248		Awu Alaya	+	+	+	0	0	0	0
ȵ	thay1248		Awu Alaya	+	+	-	0	0	0	0
l̺	thay1248		Awu Alaya	+	-	0	0	0	0	0
r̺	thay1248		Awu Alaya	+	-	0	0	0	0	0
ɹ̺	thay1248		Awu Alaya	+	-	0	0	0	0	0
j	thay1248		Awu Alaya	+	+	-	0	0	0	0
t̺	0000aghu_alungul	aghu1254	Ogh Alungul	+	-	0	0	0	0	0
t̪	0000aghu_alungul	aghu1254	Ogh Alungul	+	+	+	0	0	0	0
ȶ	0000aghu_alungul	aghu1254	Ogh Alungul	+	+	-	0	0	0	0
n̺	0000aghu_alungul	aghu1254	Ogh Alungul	+	-	0	0	0	0	0
n̪	0000aghu_alungul	aghu1254	Ogh Alungul	+	+	+	0	0	0	0
ȵ	0000aghu_alungul	aghu1254	Ogh Alungul	+	+	-	0	0	0	0
l̺	0000aghu_alungul	aghu1254	Ogh Alungul	+	-	0	0	0	0	0
r̺	0000aghu_alungul	aghu1254	Ogh Alungul	+	-	0	0	0	0	0
ɹ̺	0000aghu_alungul	aghu1254	Ogh Alungul	+	-	0	0	0	0	0
j	0000aghu_alungul	aghu1254	Ogh Alungul	+	+	-	0	0	0	0
t̺	0000kokiny	kawa1290	Kokiny	+	-	0	0	0	0	0
t̪	0000kokiny	kawa1290	Kokiny	+	+	+	0	0	0	0
ȶ	0000kokiny	kawa1290	Kokiny	+	+	-	0	0	0	0
n̺	0000kokiny	kawa1290	Kokiny	+	-	0	0	0	0	0
n̪	0000kokiny	kawa1290	Kokiny	+	+	+	0	0	0	0
ȵ	0000kokiny	kawa1290	Kokiny	+	+	-	0	0	0	0
l̺	0000kokiny	kawa1290	Kokiny	+	-	0	0	0	0	0
r̺	0000kokiny	kawa1290	Kokiny	+	-	0	0	0	0	0
ɹ̺	0000kokiny	kawa1290	Kokiny	+	-	0	0	0	0	0
j	0000kokiny	kawa1290	Kokiny	+	+	-	0	0	0	0
t̺͉	kawa1290		Ogh Awarrangg	+	-	0	0	0	0	0
t̺͈	kawa1290		Ogh Awarrangg	+	-	0	0	0	0	0
t̪͉	kawa1290		Ogh Awarrangg	+	+	+	0	0	0	0
t̪͈	kawa1290		Ogh Awarrangg	+	+	+	0	0	0	0
ð	kawa1290		Ogh Awarrangg	+	+	+	0	0	0	0
ȶ͉	kawa1290		Ogh Awarrangg	+	+	-	0	0	0	0
ȶ͈	kawa1290		Ogh Awarrangg	+	+	-	0	0	0	0
n̺	kawa1290		Ogh Awarrangg	+	-	0	0	0	0	0
n̪	kawa1290		Ogh Awarrangg	+	+	+	0	0	0	0
ȵ	kawa1290		Ogh Awarrangg	+	+	-	0	0	0	0
l̺	kawa1290		Ogh Awarrangg	+	-	0	0	0	0	0
r̺	kawa1290		Ogh Awarrangg	+	-	0	0	0	0	0
ɹ̺	kawa1290		Ogh Awarrangg	+	-	0	0	0	0	0
j	kawa1290		Ogh Awarrangg	+	+	-	0	0	0	0
t̺͉	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	-	0	0	0	0	0
t̺͈	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	-	0	0	0	0	0
t̪͉	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	+	0	0	0	0
t̪͈	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	+	0	0	0	0
ð	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	+	0	0	0	0
ȶ͉	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	-	0	0	0	0
ȶ͈	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	-	0	0	0	0
n̺	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	-	0	0	0	0	0
n̪	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	+	0	0	0	0
ȵ	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	-	0	0	0	0
l̺	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	-	0	0	0	0	0
r̺	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	-	0	0	0	0	0
ɹ̺	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	-	0	0	0	0	0
j	0000ogh_unyjan	kawa1290	Ogh Unyjan	+	+	-	0	0	0	0
t̺	angu1242		Anguthimri	+	-	0	0	0	0	0
t̪	angu1242		Anguthimri	+	+	+	0	0	0	0
ð	angu1242		Anguthimri	+	+	+	0	0	0	0
ȶ	angu1242		Anguthimri	+	+	-	0	0	0	0
n̺	angu1242		Anguthimri	+	-	0	0	0	0	0
n̪	angu1242		Anguthimri	+	+	+	0	0	0	0
ȵ	angu1242		Anguthimri	+	+	-	0	0	0	0
l̺	angu1242		Anguthimri	+	-	0	0	0	0	0
r̺	angu1242		Anguthimri	+	-	0	0	0	0	0
ɹ̺	angu1242		Anguthimri	+	-	0	0	0	0	0
j	angu1242		Anguthimri	+	+	-	0	0	0	0
ʑ	angu1242		Anguthimri	+	+	-	0	0	0	0
t̺	0000guugu_wakura	kuku1273	Gugu Wakura	+	-	0	0	0	0	0
ȶ	0000guugu_wakura	kuku1273	Gugu Wakura	+	+	0	0	0	0	0
n̺	0000guugu_wakura	kuku1273	Gugu Wakura	+	-	0	0	0	0	0
ȵ	0000guugu_wakura	kuku1273	Gugu Wakura	+	+	0	0	0	0	0
l̺	0000guugu_wakura	kuku1273	Gugu Wakura	+	-	0	0	0	0	0
r̺	0000guugu_wakura	kuku1273	Gugu Wakura	+	-	0	0	0	0	0
ɹ̺	0000guugu_wakura	kuku1273	Gugu Wakura	+	-	0	0	0	0	0
j	0000guugu_wakura	kuku1273	Gugu Wakura	+	+	0	0	0	0	0
t̺	kuku1273		Kuku Yalanji	+	-	0	0	0	0	0
ȶ	kuku1273		Kuku Yalanji	+	+	0	0	0	0	0
n̺	kuku1273		Kuku Yalanji	+	-	0	0	0	0	0
ȵ	kuku1273		Kuku Yalanji	+	+	0	0	0	0	0
l̺	kuku1273		Kuku Yalanji	+	-	0	0	0	0	0
r̺	kuku1273		Kuku Yalanji	+	-	0	0	0	0	0
ɹ̺	kuku1273		Kuku Yalanji	+	-	0	0	0	0	0
j	kuku1273		Kuku Yalanji	+	+	0	0	0	0	0
t̺	mulu1243		Muluridji	+	-	0	0	0	0	0
ȶ	mulu1243		Muluridji	+	+	0	0	0	0	0
n̺	mulu1243		Muluridji	+	-	0	0	0	0	0
ȵ	mulu1243		Muluridji	+	+	0	0	0	0	0
l̺	mulu1243		Muluridji	+	-	0	0	0	0	0
r̺	mulu1243		Muluridji	+	-	0	0	0	0	0
ɹ̺	mulu1243		Muluridji	+	-	0	0	0	0	0
j	mulu1243		Muluridji	+	+	0	0	0	0	0
t̺	0000wagaman	kuku1273	Wagaman	+	-	0	0	0	0	0
ȶ	0000wagaman	kuku1273	Wagaman	+	+	0	0	0	0	0
n̺	0000wagaman	kuku1273	Wagaman	+	-	0	0	0	0	0
ȵ	0000wagaman	kuku1273	Wagaman	+	+	0	0	0	0	0
l̺	0000wagaman	kuku1273	Wagaman	+	-	0	0	0	0	0
r̺	0000wagaman	kuku1273	Wagaman	+	-	0	0	0	0	0
ɹ̺	0000wagaman	kuku1273	Wagaman	+	-	0	0	0	0	0
j	0000wagaman	kuku1273	Wagaman	+	+	0	0	0	0	0
t̺	dyaa1242		Djabugay	+	-	0	0	0	0	0
ȶ	dyaa1242		Djabugay	+	+	0	0	0	0	0
n̺	dyaa1242		Djabugay	+	-	0	0	0	0	0
ȵ	dyaa1242		Djabugay	+	+	0	0	0	0	0
l̺	dyaa1242		Djabugay	+	-	0	0	0	0	0
r̺	dyaa1242		Djabugay	+	-	0	0	0	0	0
ɹ̺	dyaa1242		Djabugay	+	-	0	0	0	0	0
j	dyaa1242		Djabugay	+	+	0	0	0	0	0
t̺	yidi1250		Yidiny	+	-	0	0	0	0	0
ȶ	yidi1250		Yidiny	+	+	0	0	0	0	0
n̺	yidi1250		Yidiny	+	-	0	0	0	0	0
ȵ	yidi1250		Yidiny	+	+	0	0	0	0	0
l̺	yidi1250		Yidiny	+	-	0	0	0	0	0
r̺	yidi1250		Yidiny	+	-	0	0	0	0	0
ɹ̺	yidi1250		Yidiny	+	-	0	0	0	0	0
j	yidi1250		Yidiny	+	+	0	0	0	0	0
t̺	djan1238		Djangun	+	-	0	0	0	0	0
ȶ	djan1238		Djangun	+	+	0	0	0	0	0
n̺	djan1238		Djangun	+	-	0	0	0	0	0
ȵ	djan1238		Djangun	+	+	0	0	0	0	0
l̺	djan1238		Djangun	+	-	0	0	0	0	0
r̺	djan1238		Djangun	+	-	0	0	0	0	0
ɹ̺	djan1238		Djangun	+	-	0	0	0	0	0
j	djan1238		Djangun	+	+	0	0	0	0	0
t̺͉	flin1247		Flinders Island	+	-	0	0	0	0	0
t̺͈	flin1247		Flinders Island	+	-	0	0	0	0	0
t̪͉	flin1247		Flinders Island	+	+	+	0	0	0	0
t̪͈	flin1247		Flinders Island	+	+	+	0	0	0	0
ȶ͉	flin1247		Flinders Island	+	+	-	0	0	0	0
ȶ͈	flin1247		Flinders Island	+	+	-	0	0	0	0
n̺	flin1247		Flinders Island	+	-	0	0	0	0	0
n̪	flin1247		Flinders Island	+	+	+	0	0	0	0
ȵ	flin1247		Flinders Island	+	+	-	0	0	0	0
l̺	flin1247		Flinders Island	+	-	0	0	0	0	0
r̺	flin1247		Flinders Island	+	-	0	0	0	0	0
ɹ̺	flin1247		Flinders Island	+	-	0	0	0	0	0
j	flin1247		Flinders Island	+	+	-	0	0	0	0
t̺͉	lamu1254		Lamalama	+	-	0	0	0	0	0
t̺͈	lamu1254		Lamalama	+	-	0	0	0	0	0
t̪͉	lamu1254		Lamalama	+	+	+	0	0	0	0
t̪͈	lamu1254		Lamalama	+	+	+	0	0	0	0
ȶ͉	lamu1254		Lamalama	+	+	-	0	0	0	0
ȶ͈	lamu1254		Lamalama	+	+	-	0	0	0	0
n̺	lamu1254		Lamalama	+	-	0	0	0	0	0
n̪	lamu1254		Lamalama	+	+	+	0	0	0	0
ȵ	lamu1254		Lamalama	+	+	-	0	0	0	0
l̺	lamu1254		Lamalama	+	-	0	0	0	0	0
r̺	lamu1254		Lamalama	+	-	0	0	0	0	0
ɹ̺	lamu1254		Lamalama	+	-	0	0	0	0	0
j	lamu1254		Lamalama	+	+	-	0	0	0	0
θ	lamu1254		Lamalama	+	+	+	0	0	0	0
ɕ	lamu1254		Lamalama	+	+	-	0	0	0	0
r̺͈	lamu1254		Lamalama	+	-	0	0	0	0	0
t̺͉	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
t̺͈	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
t̪͉	mbar1253		Rimanggudinhma	+	+	+	0	0	0	0
t̪͈	mbar1253		Rimanggudinhma	+	+	+	0	0	0	0
ð	mbar1253		Rimanggudinhma	+	+	+	0	0	0	0
ȶ͉	mbar1253		Rimanggudinhma	+	+	-	0	0	0	0
ȶ͈	mbar1253		Rimanggudinhma	+	+	-	0	0	0	0
n̺	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
n̪	mbar1253		Rimanggudinhma	+	+	+	0	0	0	0
ȵ	mbar1253		Rimanggudinhma	+	+	-	0	0	0	0
l̺	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
r̺	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
ɹ̺	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
j	mbar1253		Rimanggudinhma	+	+	-	0	0	0	0
r̺͈	mbar1253		Rimanggudinhma	+	-	0	0	0	0	0
t̺͉	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
t̺͈	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
t̪͉	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	+	0	0	0	0
t̪͈	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	+	0	0	0	0
ȶ͉	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	-	0	0	0	0
ȶ͈	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	-	0	0	0	0
n̺	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
n̪	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	+	0	0	0	0
ȵ	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	-	0	0	0	0
l̺	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
r̺	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
ɹ̺	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
j	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	-	0	0	0	0
θ	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	+	0	0	0	0
ɕ	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	+	-	0	0	0	0
r̺͈	0000tableland_lamalama	lamu1254	Tableland Lamalama	+	-	0	0	0	0	0
t̺͉	umbu1256		Umbuygamu	+	-	0	0	0	0	0
t̺͈	umbu1256		Umbuygamu	+	-	0	0	0	0	0
t̪͉	umbu1256		Umbuygamu	+	+	+	0	0	0	0
t̪͈	umbu1256		Umbuygamu	+	+	+	0	0	0	0
ȶ͉	umbu1256		Umbuygamu	+	+	-	0	0	0	0
ȶ͈	umbu1256		Umbuygamu	+	+	-	0	0	0	0
n̺	umbu1256		Umbuygamu	+	-	0	0	0	0	0
n̪	umbu1256		Umbuygamu	+	+	+	0	0	0	0
ȵ	umbu1256		Umbuygamu	+	+	-	0	0	0	0
l̺	umbu1256		Umbuygamu	+	-	0	0	0	0	0
r̺	umbu1256		Umbuygamu	+	-	0	0	0	0	0
ɹ̺	umbu1256		Umbuygamu	+	-	0	0	0	0	0
j	umbu1256		Umbuygamu	+	+	-	0	0	0	0
θ	umbu1256		Umbuygamu	+	+	+	0	0	0	0
ɕ	umbu1256		Umbuygamu	+	+	-	0	0	0	0
r̺͈	umbu1256		Umbuygamu	+	-	0	0	0	0	0
j̪	umbu1256		Umbuygamu	+	+	+	0	0	0	0
t̺	wikm1247		Wik Mungkan	+	-	0	0	0	0	0
t̪	wikm1247		Wik Mungkan	+	+	+	0	0	0	0
ȶ	wikm1247		Wik Mungkan	+	+	-	0	0	0	0
n̺	wikm1247		Wik Mungkan	+	-	0	0	0	0	0
n̪	wikm1247		Wik Mungkan	+	+	+	0	0	0	0
ȵ	wikm1247		Wik Mungkan	+	+	-	0	0	0	0
l̺	wikm1247		Wik Mungkan	+	-	0	0	0	0	0
r̺	wikm1247		Wik Mungkan	+	-	0	0	0	0	0
ɹ̺	wikm1247		Wik Mungkan	+	-	0	0	0	0	0
j	wikm1247		Wik Mungkan	+	+	-	0	0	0	0
t̺	wikn1245		Wik-Ngathan	+	-	0	0	0	0	0
t̪	wikn1245		Wik-Ngathan	+	+	+	0	0	0	0
ȶ	wikn1245		Wik-Ngathan	+	+	-	0	0	0	0
n̺	wikn1245		Wik-Ngathan	+	-	0	0	0	0	0
n̪	wikn1245		Wik-Ngathan	+	+	+	0	0	0	0
ȵ	wikn1245		Wik-Ngathan	+	+	-	0	0	0	0
l̺	wikn1245		Wik-Ngathan	+	-	0	0	0	0	0
r̺	wikn1245		Wik-Ngathan	+	-	0	0	0	0	0
ɹ̺	wikn1245		Wik-Ngathan	+	-	0	0	0	0	0
j	wikn1245		Wik-Ngathan	+	+	-	0	0	0	0
t̺͉	wikn1246		Kugu Nganhcara	+	-	0	0	0	0	0
t̺͈	wikn1246		Kugu Nganhcara	+	-	0	0	0	0	0
t̪͉	wikn1246		Kugu Nganhcara	+	+	+	0	0	0	0
t̪͈	wikn1246		Kugu Nganhcara	+	+	+	0	0	0	0
ȶ͉	wikn1246		Kugu Nganhcara	+	+	-	0	0	0	0
ȶ͈	wikn1246		Kugu Nganhcara	+	+	-	0	0	0	0
n̺	wikn1246		Kugu Nganhcara	+	-	0	0	0	0	0
n̪	wikn1246		Kugu Nganhcara	+	+	+	0	0	0	0
ȵ	wikn1246		Kugu Nganhcara	+	+	-	0	0	0	0
l̺	wikn1246		Kugu Nganhcara	+	-	0	0	0	0	0
r̺	wikn1246		Kugu Nganhcara	+	-	0	0	0	0	0
j	wikn1246		Kugu Nganhcara	+	+	-	0	0	0	0
t̺	kuuk1238		Kuugu Ya'u	+	-	0	0	0	0	0
t̪	kuuk1238		Kuugu Ya'u	+	+	+	0	0	0	0
ȶ	kuuk1238		Kuugu Ya'u	+	+	-	0	0	0	0
n̺	kuuk1238		Kuugu Ya'u	+	-	0	0	0	0	0
n̪	kuuk1238		Kuugu Ya'u	+	+	+	0	0	0	0
ȵ	kuuk1238		Kuugu Ya'u	+	+	-	0	0	0	0
l̺	kuuk1238		Kuugu Ya'u	+	-	0	0	0	0	0
r̺	kuuk1238		Kuugu Ya'u	+	-	0	0	0	0	0
j	kuuk1238		Kuugu Ya'u	+	+	-	0	0	0	0
t̺͉	paka1251		Bakanh	+	-	0	0	0	0	0
t̺͈	paka1251		Bakanh	+	-	0	0	0	0	0
t̪͉	paka1251		Bakanh	+	+	+	0	0	0	0
t̪͈	paka1251		Bakanh	+	+	+	0	0	0	0
ȶ͉	paka1251		Bakanh	+	+	-	0	0	0	0
ȶ͈	paka1251		Bakanh	+	+	-	0	0	0	0
n̺	paka1251		Bakanh	+	-	0	0	0	0	0
n̪	paka1251		Bakanh	+	+	+	0	0	0	0
ȵ	paka1251		Bakanh	+	+	-	0	0	0	0
l̺	paka1251		Bakanh	+	-	0	0	0	0	0
r̺	paka1251		Bakanh	+	-	0	0	0	0	0
ɹ̺	paka1251		Bakanh	+	-	0	0	0	0	0
j	paka1251		Bakanh	+	+	-	0	0	0	0
t̺	umpi1239		Umpila	+	-	0	0	0	0	0
t̪	umpi1239		Umpila	+	+	+	0	0	0	0
ȶ	umpi1239		Umpila	+	+	-	0	0	0	0
n̺	umpi1239		Umpila	+	-	0	0	0	0	0
n̪	umpi1239		Umpila	+	+	+	0	0	0	0
ȵ	umpi1239		Umpila	+	+	-	0	0	0	0
l̺	umpi1239		Umpila	+	-	0	0	0	0	0
r̺	umpi1239		Umpila	+	-	0	0	0	0	0
ɹ̺	umpi1239		Umpila	+	-	0	0	0	0	0
j	umpi1239		Umpila	+	+	-	0	0	0	0
t̺	ayab1239		Ayapathu	+	-	0	0	0	0	0
t̪	ayab1239		Ayapathu	+	+	+	0	0	0	0
ȶ	ayab1239		Ayapathu	+	+	-	0	0	0	0
n̺	ayab1239		Ayapathu	+	-	0	0	0	0	0
n̪	ayab1239		Ayapathu	+	+	+	0	0	0	0
ȵ	ayab1239		Ayapathu	+	+	-	0	0	0	0
l̺	ayab1239		Ayapathu	+	-	0	0	0	0	0
r̺	ayab1239		Ayapathu	+	-	0	0	0	0	0
j	ayab1239		Ayapathu	+	+	-	0	0	0	0
t̺	0000yintyingka	ayab1239	Yintyingka	+	-	0	0	0	0	0
t̪	0000yintyingka	ayab1239	Yintyingka	+	+	+	0	0	0	0
ȶ	0000yintyingka	ayab1239	Yintyingka	+	+	-	0	0	0	0
n̺	0000yintyingka	ayab1239	Yintyingka	+	-	0	0	0	0	0
n̪	0000yintyingka	ayab1239	Yintyingka	+	+	+	0	0	0	0
ȵ	0000yintyingka	ayab1239	Yintyingka	+	+	-	0	0	0	0
l̺	0000yintyingka	ayab1239	Yintyingka	+	-	0	0	0	0	0
r̺	0000yintyingka	ayab1239	Yintyingka	+	-	0	0	0	0	0
ɹ̺	0000yintyingka	ayab1239	Yintyingka	+	-	0	0	0	0	0
