IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
m	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
l	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
ɭ	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
ȴ	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
r	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
ɻ	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
j	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
w	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
i	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
iː	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
u	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
uː	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
a	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
aː	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
ɽ	ngar1288		Ngardi	Jagst 1975	jagst_ngardilpa_1975	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
t	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ʈ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ȶ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
k	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
p	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
n	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ɳ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ȵ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ŋ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
m	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
l	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ɭ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ȴ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
r	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
ɻ	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
j	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
w	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
i	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
iː	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
u	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
uː	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
a	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
aː	ngar1235		Ngarinyman	Jones 1994 cited in Meakins&alia 2013	meakins_bilinarra_2013	Please see also the general comparative notes on Australian inventories.
t	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ʈ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ȶ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
k	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
p	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
n	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ɳ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ȵ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ŋ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
m	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
l	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ɭ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ȴ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
r	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
ɻ	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
j	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
w	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
i	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
iː	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
u	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
uː	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
a	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
aː	walm1241		Walmajarri	Hudson 1978	hudson_core_1978	Please see also the general comparative notes on Australian inventories.
t	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ʈ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ȶ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
k	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
p	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
n	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ɳ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ȵ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ŋ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
m	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
l	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ɭ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ȴ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
r	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ɻ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
j	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
w	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
i	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
iː	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
u	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
uː	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
a	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
aː	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
ɽ	west2437		Ngardily	Green 1988 ASEDA0034	nash_preliminary_1979	Please see also the general comparative notes on Australian inventories.
t͉	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
t͈	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ʈ͉	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ʈ͈	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȶ͉	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȶ͈	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
k͉	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
k͈	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
p͉	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
p͈	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
n	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɳ	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȵ	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ŋ	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
m	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
l	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɭ	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȴ	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
r	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɻ	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
j	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
w	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
i	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
iː	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
u	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
uː	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
a	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
aː	warl1255		Warlmanpa	Nash 1981	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
t	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ʈ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȶ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
k	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
p	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
n	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɳ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȵ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ŋ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
m	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
l	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɭ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ȴ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
r	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɻ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
j	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
w	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
i	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
iː	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
u	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
uː	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
a	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
aː	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
ɽ	warl1254		Warlpiri	Nash 1986	nash_topics_1986	Please see also the general comparative notes on Australian inventories.
t	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000balardung	nyun1247	Balardung	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	bibb1234		Bibbulman	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	gore1235		Goreng	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
