InventoryID	LanguageCode	LanguageName	Phoneme	PhonemeOld	Allophones	AllophonesOld	Notes	NotesTwo
	lns	Nsoʼ	iː	iː
	lns	Nsoʼ	ɛː	ɛː
	lns	Nsoʼ	uː	uː
	lns	Nsoʼ	ɔː	ɔː
	lns	Nsoʼ	aː	aː
	lns	Nsoʼ	əː	əː

805	yas	Nugunu	˦	˦
	yas	Nugunu	˨	˨			unmarked
	yas	Nugunu	˦˨	˦˨
	yas	Nugunu	˨˦	˨˦
	yas	Nugunu	ŋ	ŋ
	yas	Nugunu	ɔ	ɔ
	yas	Nugunu	ɛ	ɛ
	yas	Nugunu	a	a
	yas	Nugunu	c	c
	yas	Nugunu	b	b
	yas	Nugunu	e	e
	yas	Nugunu	d	d
	yas	Nugunu	ɡ	ɡ
	yas	Nugunu	f	f
	yas	Nugunu	i	i
	yas	Nugunu	h	h
	yas	Nugunu	k	k
	yas	Nugunu	j	j
	yas	Nugunu	m	m
	yas	Nugunu	l	l
	yas	Nugunu	o	o
	yas	Nugunu	n	n
	yas	Nugunu	p	p
	yas	Nugunu	s	s
	yas	Nugunu	u	u
	yas	Nugunu	t	t

806	nup	Nupe	˦	˦
	nup	Nupe	˨	˨
	nup	Nupe	˨˦	˨˦			added from AA
	nup	Nupe	ʃ	ʃ
	nup	Nupe	˧	˧
	nup	Nupe	˦˨	˦˨
	nup	Nupe	ʒ	ʒ
	nup	Nupe	ɡb	ɡb
	nup	Nupe	dz	ʣ
	nup	Nupe	d̠ʒ	ʤ
	nup	Nupe	t̠ʃ	ʧ
	nup	Nupe	ts	ʦ
	nup	Nupe	kp	kp
	nup	Nupe	a	a
	nup	Nupe	b	b
	nup	Nupe	e	e
	nup	Nupe	d	d
	nup	Nupe	ɡ	ɡ
	nup	Nupe	f	f
	nup	Nupe	i	i
	nup	Nupe	h	h
	nup	Nupe	k	k
	nup	Nupe	j	j
	nup	Nupe	m	m
	nup	Nupe	l	l
	nup	Nupe	o	o
	nup	Nupe	n	n
	nup	Nupe	p	p
	nup	Nupe	s	s
	nup	Nupe	r	r
	nup	Nupe	u	u
	nup	Nupe	t	t
	nup	Nupe	w	w
	nup	Nupe	v	v
	nup	Nupe	z	z
	nup	Nupe	aː	aː			vowels except /e/ and /o/ have phonemic nasal counterpart
	nup	Nupe	iː	iː			vowels except /e/ and /o/ have phonemic nasal counterpart
	nup	Nupe	uː	uː			vowels except /e/ and /o/ have phonemic nasal counterpart

807	mhi	Pandikeri	˦	˦
	mhi	Pandikeri	˨	˨
	mhi	Pandikeri	˦˨	˦˨
	mhi	Pandikeri	˧	˧			not in AA, only in Chanard
	mhi	Pandikeri	ʊ	ʊ
	mhi	Pandikeri	ʔ	ʔ
	mhi	Pandikeri	kp	kp
	mhi	Pandikeri	d̠ʒ	ʤ
	mhi	Pandikeri	t̠ʃ	ʧ
	mhi	Pandikeri	r	r
	mhi	Pandikeri	ɪ	ɪ
	mhi	Pandikeri	ŋ	ŋ
	mhi	Pandikeri	ɔ	ɔ
	mhi	Pandikeri	ɛ	ɛ
	mhi	Pandikeri	a	a
	mhi	Pandikeri	b	b
	mhi	Pandikeri	e	e
	mhi	Pandikeri	d	d
	mhi	Pandikeri	ɡ	ɡ
	mhi	Pandikeri	f	f
	mhi	Pandikeri	i	i
	mhi	Pandikeri	ɨ	ɨ
	mhi	Pandikeri	k	k
	mhi	Pandikeri	kʷ	kw			listed as phonemic in AA
	mhi	Pandikeri	j	j
	mhi	Pandikeri	m	m
	mhi	Pandikeri	l	l
	mhi	Pandikeri	o	o
	mhi	Pandikeri	n	n
	mhi	Pandikeri	p	p
	mhi	Pandikeri	s	s
	mhi	Pandikeri	ɲ	ɲ
	mhi	Pandikeri	u	u
	mhi	Pandikeri	t	t
	mhi	Pandikeri	w	w
	mhi	Pandikeri	v	v
	mhi	Pandikeri	z	z
	mhi	Pandikeri	ɡb	ɡb			not in AA, only in Chanard

808	pbi	Podoko	ɡʷ	ɡw
	pbi	Podoko	ndz	nʣ	[ndz]	ndz,nʤ
	pbi	Podoko	ndz	nʣ	[n̠d̠ʒ]	ndz,nʤ
	pbi	Podoko	l	l
	pbi	Podoko	ɮ	ɮ
	pbi	Podoko	dz	ʣ	[dz]	dz,ʤ
	pbi	Podoko	dz	ʣ	[d̠ʒ]	dz,ʤ
	pbi	Podoko	mb	mb
	pbi	Podoko	ts	ʦ	[ts]	ts,ʧ
	pbi	Podoko	ts	ʦ	[t̠ʃ]	ts,ʧ
	pbi	Podoko	nd	nd
	pbi	Podoko	kʷ	kw
	pbi	Podoko	ŋ	ŋ	[ŋ]	ŋ,ŋɡ
	pbi	Podoko	ŋ	ŋ	[ŋɡ]	ŋ,ŋɡ
	pbi	Podoko	ɥ	hw
	pbi	Podoko	ɓ	ɓ
	pbi	Podoko	ŋʷ	ŋw	[ŋʷ]	ŋw,ŋɡw
	pbi	Podoko	ŋʷ	ŋw	[ŋɡʷ]	ŋw,ŋɡw
	pbi	Podoko	ɗ	ɗ
	pbi	Podoko	ə	ə	[ə]	ə,ɨ
	pbi	Podoko	ə	ə	[ɨ]	ə,ɨ
	pbi	Podoko	a	a	[a]	a,e
	pbi	Podoko	a	a	[e]	a,e
	pbi	Podoko	b	b
	pbi	Podoko	d	d
	pbi	Podoko	ɡ	ɡ
	pbi	Podoko	f	f
	pbi	Podoko	i	i
	pbi	Podoko	h	h
	pbi	Podoko	k	k
	pbi	Podoko	j	j
	pbi	Podoko	m	m
	pbi	Podoko	ɬ	ɬ
	pbi	Podoko	n	n
	pbi	Podoko	p	p
	pbi	Podoko	s	s	[s]	s,ʃ
	pbi	Podoko	s	s	[ʃ]	s,ʃ
	pbi	Podoko	r	r
	pbi	Podoko	u	u
	pbi	Podoko	t	t
	pbi	Podoko	w	w
	pbi	Podoko	v	v
	pbi	Podoko	z	z	[z]	z,ʒ
	pbi	Podoko	z	z	[ʒ]	z,ʒ

809	fuc	Pulaar 	ʊ	ʊ
	fuc	Pulaar 	n̠d̠ʒ	nʤ
	fuc	Pulaar 	ʔ	ʔ
	fuc	Pulaar 	mb	mb
	fuc	Pulaar 	d̠ʒ	ʤ
	fuc	Pulaar 	t̠ʃ	ʧ
	fuc	Pulaar 	nd	nd
	fuc	Pulaar 	ŋɡ	ŋɡ
	fuc	Pulaar 	ʔʲ	ʔʲ
	fuc	Pulaar 	ŋ	ŋ
	fuc	Pulaar 	ɓ	ɓ
	fuc	Pulaar 	ɔ	ɔ
	fuc	Pulaar 	ɗ	ɗ
	fuc	Pulaar 	a	a
	fuc	Pulaar 	b	b
	fuc	Pulaar 	e	e
	fuc	Pulaar 	d	d
	fuc	Pulaar 	ɡ	ɡ
	fuc	Pulaar 	f	f
	fuc	Pulaar 	i	i
	fuc	Pulaar 	h	h
	fuc	Pulaar 	k	k
	fuc	Pulaar 	j	j
	fuc	Pulaar 	m	m
	fuc	Pulaar 	l	l
	fuc	Pulaar 	n	n
	fuc	Pulaar 	q	q
	fuc	Pulaar 	p	p
	fuc	Pulaar 	s	s
	fuc	Pulaar 	ɲ	ɲ
	fuc	Pulaar 	t	t
	fuc	Pulaar 	w	w
	fuc	Pulaar 	ɾ	ɾ
	fuc	Pulaar 	ʊː	ʊː			vowels have phonemic long counterpart
	fuc	Pulaar 	ɔː	ɔː			vowels have phonemic long counterpart
	fuc	Pulaar 	aː	aː			vowels have phonemic long counterpart
	fuc	Pulaar 	eː	eː			vowels have phonemic long counterpart
	fuc	Pulaar 	iː	iː			vowels have phonemic long counterpart

810	fuf	Pular 	n̠d̠ʒ	nʤ				
	fuf	Pular 	ʔ	ʔ
	fuf	Pular 	ŋ	ŋ
	fuf	Pular 	t̠ʃ	ʧ
	fuf	Pular 	mb	nb
	fuf	Pular 	nd	nd
	fuf	Pular 	ŋɡ	nɡ
	fuf	Pular 	r	r
	fuf	Pular 	ʔʲ	ʔʲ
	fuf	Pular 	ɓ	ɓ
	fuf	Pular 	ɗ	ɗ
	fuf	Pular 	d̠ʒ	ʤ
	fuf	Pular 	a	a
	fuf	Pular 	ɣ	ɣ
	fuf	Pular 	b	b
	fuf	Pular 	e	e
	fuf	Pular 	d	d
	fuf	Pular 	ɡ	ɡ
	fuf	Pular 	f	f
	fuf	Pular 	i	i
	fuf	Pular 	h	h
	fuf	Pular 	k	k
	fuf	Pular 	j	j
	fuf	Pular 	m	m
	fuf	Pular 	l	l
	fuf	Pular 	o	o
	fuf	Pular 	n	n
	fuf	Pular 	p	p
	fuf	Pular 	s	s
	fuf	Pular 	ɲ	ɲ
	fuf	Pular 	u	u
	fuf	Pular 	t	t
	fuf	Pular 	w	w
	fuf	Pular 	aː	aː			vowels have phonemic long counterpart, geminate cons are phonemic (unclear if whole inventory, surely not)
	fuf	Pular 	eː	eː			vowels have phonemic long counterpart, geminate cons are phonemic (unclear if whole inventory, surely not)
	fuf	Pular 	iː	iː			vowels have phonemic long counterpart, geminate cons are phonemic (unclear if whole inventory, surely not)
	fuf	Pular 	oː	oː			vowels have phonemic long counterpart, geminate cons are phonemic (unclear if whole inventory, surely not)
	fuf	Pular 	uː	uː			vowels have phonemic long counterpart, geminate cons are phonemic (unclear if whole inventory, surely not)

811	rel	Rendille	˦	˦
	rel	Rendille	˨	˨			unmarked
	rel	Rendille	d̪	d̪
	rel	Rendille	d̠ʒ	ʤ
	rel	Rendille	ħ	ħ
	rel	Rendille	r	r
	rel	Rendille	ŋ	ŋ
	rel	Rendille	ɔ	ɔ
	rel	Rendille	ɖ	ɖ
	rel	Rendille	a	a
	rel	Rendille	b	b
	rel	Rendille	e	e
	rel	Rendille	t̠ʃ	ʧ
	rel	Rendille	ɡ	ɡ
	rel	Rendille	f	f
	rel	Rendille	i	i
	rel	Rendille	h	h
	rel	Rendille	k	k
	rel	Rendille	j	j
	rel	Rendille	m	m
	rel	Rendille	l	l
	rel	Rendille	n	n
	rel	Rendille	s	s
	rel	Rendille	ɲ	ɲ
	rel	Rendille	u	u
	rel	Rendille	t	t
	rel	Rendille	w	w
	rel	Rendille	x	x
	rel	Rendille	iː	iː			vowels have phonemic long counterpart
	rel	Rendille	eː	eː			vowels have phonemic long counterpart
	rel	Rendille	uː	uː			vowels have phonemic long counterpart
	rel	Rendille	ɔː	ɔː			vowels have phonemic long counterpart
	rel	Rendille	aː	aː			vowels have phonemic long counterpart

812	spy	Sabaot	a	a
	spy	Sabaot	b	b
	spy	Sabaot	e	e
	spy	Sabaot	t̠ʃ	ʧ
	spy	Sabaot	i	i
	spy	Sabaot	k	k
	spy	Sabaot	j	j
	spy	Sabaot	m	m
	spy	Sabaot	l	l
	spy	Sabaot	ɪ	ɪ
	spy	Sabaot	ɛ	ɛ
	spy	Sabaot	ʊ	ʊ
	spy	Sabaot	ɔ	ɔ
	spy	Sabaot	a̠	a̠			no [-atr] standard counterpart to [a], retracted diacritic used
	spy	Sabaot	o	o
	spy	Sabaot	n	n
	spy	Sabaot	s	s
	spy	Sabaot	ɲ	ɲ
	spy	Sabaot	u	u
	spy	Sabaot	t	t
	spy	Sabaot	w	w
	spy	Sabaot	r	r
	spy	Sabaot	ŋ	ŋ
	spy	Sabaot	aː	aː			vowels have phonemic long counterpart
	spy	Sabaot	eː	eː			vowels have phonemic long counterpart
	spy	Sabaot	iː	iː			vowels have phonemic long counterpart
	spy	Sabaot	ɛː	ɛː			vowels have phonemic long counterpart
	spy	Sabaot	ʊː	ʊː			vowels have phonemic long counterpart
	spy	Sabaot	ɔː	ɔː			vowels have phonemic long counterpart
	spy	Sabaot	a̠ː	a̠ː			no [-atr] standard counterpart to [a], retracted diacritic used; vowels have phonemic long counterpart
	spy	Sabaot	ɪː	ɪː			vowels have phonemic long counterpart

813	sag	Sango (CAF)	˦	˦
	sag	Sango (CAF)	˧	˧
	sag	Sango (CAF)	˨	˨			unmarked
	sag	Sango (CAF)	˨˦	˨˦
	sag	Sango (CAF)	˦˨	˦˨
	sag	Sango (CAF)	˧˨	˧˨
	sag	Sango (CAF)	ɱv	mv
	sag	Sango (CAF)	ɡb	ɡb
	sag	Sango (CAF)	kp	kp
	sag	Sango (CAF)	mb	mb
	sag	Sango (CAF)	ŋmɡb	nɡb
	sag	Sango (CAF)	nd	nd
	sag	Sango (CAF)	ŋ	ŋ
	sag	Sango (CAF)	nz	nz
	sag	Sango (CAF)	r	r
	sag	Sango (CAF)	ɔ	ɔ
	sag	Sango (CAF)	ɛ	ɛ
	sag	Sango (CAF)	a	a
	sag	Sango (CAF)	b	b
	sag	Sango (CAF)	e	e
	sag	Sango (CAF)	d	d
	sag	Sango (CAF)	ɡ	ɡ
	sag	Sango (CAF)	f	f
	sag	Sango (CAF)	i	i
	sag	Sango (CAF)	h	h
	sag	Sango (CAF)	k	k
	sag	Sango (CAF)	j	j
	sag	Sango (CAF)	m	m
	sag	Sango (CAF)	l	l
	sag	Sango (CAF)	o	o
	sag	Sango (CAF)	n	n
	sag	Sango (CAF)	p	p
	sag	Sango (CAF)	s	s
	sag	Sango (CAF)	ɲ	ɲ
	sag	Sango (CAF)	u	u
	sag	Sango (CAF)	t	t
	sag	Sango (CAF)	w	w
	sag	Sango (CAF)	v	v
	sag	Sango (CAF)	z	z
	sag	Sango (CAF)	ã	ã			vowels except /e/ and /o/ have phonemic nasal counterpart
	sag	Sango (CAF)	ĩ	ĩ			vowels except /e/ and /o/ have phonemic nasal counterpart
	sag	Sango (CAF)	ũ	ũ			vowels except /e/ and /o/ have phonemic nasal counterpart
	sag	Sango (CAF)	ɛ̃	ɛ̃			vowels except /e/ and /o/ have phonemic nasal counterpart
	sag	Sango (CAF)	ɔ̃	ɔ̃			vowels except /e/ and /o/ have phonemic nasal counterpart

814	sag	Sango (COD)	˦	˦
	sag	Sango (COD)	˧	˧
	sag	Sango (COD)	˨	˨
	sag	Sango (COD)	˦˨	˦˨
	sag	Sango (COD)	ɱv	mv
	sag	Sango (COD)	ɡb	ɡb
	sag	Sango (COD)	kp	kp
	sag	Sango (COD)	mb	mb
	sag	Sango (COD)	ŋmɡb	nɡb
	sag	Sango (COD)	nd	nd
	sag	Sango (COD)	ŋ	ŋ
	sag	Sango (COD)	nz	nz
	sag	Sango (COD)	r	r
	sag	Sango (COD)	ɔ	ɔ
	sag	Sango (COD)	ɛ	ɛ
	sag	Sango (COD)	a	a
	sag	Sango (COD)	b	b
	sag	Sango (COD)	e	e
	sag	Sango (COD)	d	d
	sag	Sango (COD)	ɡ	ɡ
	sag	Sango (COD)	f	f
	sag	Sango (COD)	i	i
	sag	Sango (COD)	h	h
	sag	Sango (COD)	k	k
	sag	Sango (COD)	j	j
	sag	Sango (COD)	m	m
	sag	Sango (COD)	l	l
	sag	Sango (COD)	o	o
	sag	Sango (COD)	n	n
	sag	Sango (COD)	p	p
	sag	Sango (COD)	s	s
	sag	Sango (COD)	ɲ	ɲ
	sag	Sango (COD)	u	u
	sag	Sango (COD)	t	t
	sag	Sango (COD)	w	w
	sag	Sango (COD)	v	v
	sag	Sango (COD)	z	z
	sag	Sango (COD)	ã	ã			vowels except /ɛ/ and /ɔ/ have phonemic nasal counterpart
	sag	Sango (COD)	ẽ	ẽ			vowels except /ɛ/ and /ɔ/ have phonemic nasal counterpart
	sag	Sango (COD)	ĩ	ĩ			vowels except /ɛ/ and /ɔ/ have phonemic nasal counterpart
	sag	Sango (COD)	õ	õ			vowels except /ɛ/ and /ɔ/ have phonemic nasal counterpart
	sag	Sango (COD)	ũ	ũ			vowels except /ɛ/ and /ɔ/ have phonemic nasal counterpart

815	seq	Senoufo 	˦	˦				"""Vn?Vn"" reportedly also possible"
	seq	Senoufo 	˨	˨
	seq	Senoufo 	˧	˧
	seq	Senoufo 	˨˦	˨˦
	seq	Senoufo 	ʔ	ʔ
	seq	Senoufo 	d̠ʒ	ʤ
	seq	Senoufo 	t̠ʃ	ʧ
	seq	Senoufo 	ɔ	ɔ
	seq	Senoufo 	ɛ	ɛ
	seq	Senoufo 	a	a
	seq	Senoufo 	b	b
	seq	Senoufo 	e	e
	seq	Senoufo 	d	d	[d]	d,r
	seq	Senoufo 	d	d	[r]	d,r
	seq	Senoufo 	ɡ	ɡ
	seq	Senoufo 	f	f
	seq	Senoufo 	i	i
	seq	Senoufo 	k	k
	seq	Senoufo 	j	j	[j]	j,ɲ
	seq	Senoufo 	j	j	[ɲ]	j,ɲ
	seq	Senoufo 	m	m
	seq	Senoufo 	l	l	[l]	l,n
	seq	Senoufo 	l	l	[n]	l,n
	seq	Senoufo 	o	o
	seq	Senoufo 	p	p
	seq	Senoufo 	s	s
	seq	Senoufo 	kp	kp			SM: also reportedly a kbm; not sure what this is
	seq	Senoufo 	u	u
	seq	Senoufo 	t	t
	seq	Senoufo 	w	w	[w]	w,ŋ
	seq	Senoufo 	w	w	[ŋ]	w,ŋ
	seq	Senoufo 	v	v
	seq	Senoufo 	z	z
	seq	Senoufo 	ɡb	ɡb			SM: also reportedly a ɡbm; not sure what this is
	seq	Senoufo 	aː	aː			vowels have phonemic long counterpart
	seq	Senoufo 	eː	eː			vowels have phonemic long counterpart
	seq	Senoufo 	iː	iː			vowels have phonemic long counterpart
	seq	Senoufo 	oː	oː			vowels have phonemic long counterpart
	seq	Senoufo 	uː	uː			vowels have phonemic long counterpart
	seq	Senoufo 	ɛː	ɛː			vowels have phonemic long counterpart
	seq	Senoufo 	ɔː	ɔː			vowels have phonemic long counterpart
	seq	Senoufo 	ã	ã			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ẽ	ẽ			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ĩ	ĩ			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	õ	õ			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ũ	ũ			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ɛ̃	ɛ̃			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ɔ̃	ɔ̃			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ãː	ãː			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ẽː	ẽː			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ĩː	ĩː			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	õː	õː			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ũː	ũː			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ɛ̃ː	ɛ̃ː			both long and short vowels have phonemic nasal counterpart
	seq	Senoufo 	ɔ̃ː	ɔ̃ː			both long and short vowels have phonemic nasal counterpart

816	srr	Sereer	ʄ̥	ʄ̥			voiceless palatal implosive according to current IPA specifications
	srr	Sereer	ʔ	ʔ
	srr	Sereer	ɲɟ	nɟ
	srr	Sereer	mb	mb
	srr	Sereer	ɓ̥	ɓ̥				replaced voiceless implosive /ƥ/ with IPA /ɓ̥/
	srr	Sereer	ɗ̥	ɗ̥
	srr	Sereer	ŋɡ	nɡ
	srr	Sereer	r	r
	srr	Sereer	ɴq	nq
	srr	Sereer	χ	χ
	srr	Sereer	ʔʲ	ʔʲ
	srr	Sereer	ŋ	ŋ
	srr	Sereer	nd	nd
	srr	Sereer	ɓ	ɓ
	srr	Sereer	ɗ	ɗ
	srr	Sereer	ɟ	ɟ
	srr	Sereer	a	a
	srr	Sereer	c	c
	srr	Sereer	b	b
	srr	Sereer	e	e
	srr	Sereer	d	d
	srr	Sereer	ɡ	ɡ
	srr	Sereer	f	f
	srr	Sereer	i	i
	srr	Sereer	h	h
	srr	Sereer	k	k
	srr	Sereer	j	j
	srr	Sereer	m	m
	srr	Sereer	l	l
	srr	Sereer	o	o
	srr	Sereer	n	n
	srr	Sereer	q	q
	srr	Sereer	p	p
	srr	Sereer	s	s
	srr	Sereer	ɲ	ɲ
	srr	Sereer	u	u
	srr	Sereer	t	t
	srr	Sereer	w	w
	srr	Sereer	iː	iː			vowels have phonemic long counterpart
	srr	Sereer	eː	eː			vowels have phonemic long counterpart
	srr	Sereer	aː	aː			vowels have phonemic long counterpart
	srr	Sereer	oː	oː			vowels have phonemic long counterpart
	srr	Sereer	uː	uː			vowels have phonemic long counterpart

817	sld	Sissala (Burkina)	˦	˦
	sld	Sissala (Burkina)	˨	˨			unmarked
	sld	Sissala (Burkina)	ɪ	ɪ
	sld	Sissala (Burkina)	ʊ	ʊ
	sld	Sissala (Burkina)	ɡb	ɡb
	sld	Sissala (Burkina)	d̠ʒ	ʤ
	sld	Sissala (Burkina)	t̠ʃ	ʧ
	sld	Sissala (Burkina)	ŋ	ŋ	[ŋ]	ŋ,ŋm
	sld	Sissala (Burkina)	ŋ	ŋ	[ŋm]	ŋ,ŋm
	sld	Sissala (Burkina)	ɓ	ɓ
	sld	Sissala (Burkina)	ɔ	ɔ
	sld	Sissala (Burkina)	ɛ	ɛ
	sld	Sissala (Burkina)	a	a
	sld	Sissala (Burkina)	b	b
	sld	Sissala (Burkina)	e	e
	sld	Sissala (Burkina)	d	d	[d]	d,r
	sld	Sissala (Burkina)	d	d	[r]	d,r
	sld	Sissala (Burkina)	ɡ	ɡ
	sld	Sissala (Burkina)	f	f
	sld	Sissala (Burkina)	i	i
	sld	Sissala (Burkina)	h	h
	sld	Sissala (Burkina)	k	k
	sld	Sissala (Burkina)	j	j
	sld	Sissala (Burkina)	m	m
	sld	Sissala (Burkina)	l	l
	sld	Sissala (Burkina)	o	o
	sld	Sissala (Burkina)	n	n
	sld	Sissala (Burkina)	p	p
	sld	Sissala (Burkina)	s	s
	sld	Sissala (Burkina)	ɲ	ɲ
	sld	Sissala (Burkina)	u	u
	sld	Sissala (Burkina)	t	t
	sld	Sissala (Burkina)	w	w
	sld	Sissala (Burkina)	v	v
	sld	Sissala (Burkina)	z	z
	sld	Sissala (Burkina)	iː	iː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	ɪː	ɪː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	eː	eː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	ɛː	ɛː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	uː	uː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	ʊː	ʊː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	oː	oː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	ɔː	ɔː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	aː	aː			vowels have phonemic long counterpart
	sld	Sissala (Burkina)	ĩ	ĩ			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ɪ̃	ɪ̃			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ẽ	ẽ			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ɛ̃	ɛ̃			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ũ	ũ			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ʊ̃	ʊ̃̃			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	õ	õ			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ɔ̃	ɔ̃			short vowels have phonemic nasal counterpart
	sld	Sissala (Burkina)	ã	ã			short vowels have phonemic nasal counterpart

818	sld	Sissala (Ghana)	p	p
	sld	Sissala (Ghana)	b	b
	sld	Sissala (Ghana)	t	t
	sld	Sissala (Ghana)	d	d
	sld	Sissala (Ghana)	t̠ʃ	ʧ
	sld	Sissala (Ghana)	d̠ʒ	ʤ
	sld	Sissala (Ghana)	k	k
	sld	Sissala (Ghana)	ɡ	ɡ
	sld	Sissala (Ghana)	kp	kp
	sld	Sissala (Ghana)	ɡb	ɡb
	sld	Sissala (Ghana)	m	m
	sld	Sissala (Ghana)	n	n
	sld	Sissala (Ghana)	ɲ	ɲ
	sld	Sissala (Ghana)	ŋ	ŋ
	sld	Sissala (Ghana)	ŋm	ŋm
	sld	Sissala (Ghana)	f	f
	sld	Sissala (Ghana)	v	v
	sld	Sissala (Ghana)	s	s
	sld	Sissala (Ghana)	z	z
	sld	Sissala (Ghana)	l	l
	sld	Sissala (Ghana)	r	r
	sld	Sissala (Ghana)	h	h
	sld	Sissala (Ghana)	w	w
	sld	Sissala (Ghana)	j	j
	sld	Sissala (Ghana)	i	i
	sld	Sissala (Ghana)	ɪ	ɪ
	sld	Sissala (Ghana)	e	e
	sld	Sissala (Ghana)	ɛ	ɛ
	sld	Sissala (Ghana)	u	u
	sld	Sissala (Ghana)	ʊ	ʊ
	sld	Sissala (Ghana)	o	o
	sld	Sissala (Ghana)	ɔ	ɔ
	sld	Sissala (Ghana)	a	a
	sld	Sissala (Ghana)	iː	iː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	ɪː	ɪː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	eː	eː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	ɛː	ɛː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	uː	uː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	ʊː	ʊː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	oː	oː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	ɔː	ɔː			vowels have phonemic long counterpart
	sld	Sissala (Ghana)	aː	aː			vowels have phonemic long counterpart

819	khq	Songhoy	ʃ	ʃ
	khq	Songhoy	d̠ʒ	ʤ
	khq	Songhoy	t̠ʃ	ʧ
	khq	Songhoy	r	r
	khq	Songhoy	ŋ	ŋ
	khq	Songhoy	a	a
	khq	Songhoy	b	b
	khq	Songhoy	e	e
	khq	Songhoy	d	d
	khq	Songhoy	ɡ	ɡ
	khq	Songhoy	f	f
	khq	Songhoy	i	i
	khq	Songhoy	h	h
	khq	Songhoy	k	k
	khq	Songhoy	j	j
	khq	Songhoy	m	m
	khq	Songhoy	l	l
	khq	Songhoy	o	o
	khq	Songhoy	n	n
	khq	Songhoy	<p>	p			borrowed words only	marginal phoneme
	khq	Songhoy	s	s
	khq	Songhoy	ɲ	ɲ
	khq	Songhoy	u	u
	khq	Songhoy	t	t
	khq	Songhoy	w	w
	khq	Songhoy	z	z
	khq	Songhoy	ã	ã			vowels have phonemic long counterpart
	khq	Songhoy	ẽ	ẽ			vowels have phonemic long counterpart
	khq	Songhoy	ĩ	ĩ			vowels have phonemic long counterpart
	khq	Songhoy	õ	õ			vowels have phonemic long counterpart
	khq	Songhoy	ũ	ũ			vowels have phonemic long counterpart
	khq	Songhoy	aː	aː			short vowels have phonemic nasal counterpart
	khq	Songhoy	eː	eː			short vowels have phonemic nasal counterpart
	khq	Songhoy	iː	iː			short vowels have phonemic nasal counterpart
	khq	Songhoy	oː	oː			short vowels have phonemic nasal counterpart
	khq	Songhoy	uː	uː			short vowels have phonemic nasal counterpart

820	snk	Soninke (Mali)	d̠ʒ	ʤ
	snk	Soninke (Mali)	t̠ʃ	ʧ
	snk	Soninke (Mali)	r	r
	snk	Soninke (Mali)	χ	χ
	snk	Soninke (Mali)	ʔ	ʔ			added from AA, not in Chanard
	snk	Soninke (Mali)	ŋ	ŋ
	snk	Soninke (Mali)	a	a
	snk	Soninke (Mali)	b	b
	snk	Soninke (Mali)	e	e
	snk	Soninke (Mali)	d	d
	snk	Soninke (Mali)	ɡ	ɡ
	snk	Soninke (Mali)	f	f
	snk	Soninke (Mali)	i	i
	snk	Soninke (Mali)	h	h
	snk	Soninke (Mali)	k	k
	snk	Soninke (Mali)	j	j
	snk	Soninke (Mali)	m	m
	snk	Soninke (Mali)	l	l
	snk	Soninke (Mali)	o	o
	snk	Soninke (Mali)	n	n
	snk	Soninke (Mali)	p	p
	snk	Soninke (Mali)	s	s
	snk	Soninke (Mali)	ɲ	ɲ
	snk	Soninke (Mali)	u	u
	snk	Soninke (Mali)	t	t
	snk	Soninke (Mali)	w	w
